Employee ID,Employee Name,Employment Status,Salary,Bonuses,Working Hours,Overtime Hours,Payroll Amount,Bank Account Number,Suspicious Activity Flag
1085,Linda Walker,Employee,4385,380,161,51,6040,ACCT19748,True
1086,Ethan Turner,Resigned,3925,644,151,20,5069,ACCT13718,True
1087,Linda Walker,Terminated,3479,926,175,23,4980,ACCT13071,True
1088,Sophia Moore,Employee,4809,118,170,50,6177,ACCT19466,True
1089,Sophia Moore,Resigned,3247,900,160,24,4747,ACCT11604,True
1090,Sara Lee,Employee,4440,134,175,30,5324,ACCT17228,True
1091,John Doe,Terminated,5162,229,162,22,5941,ACCT14155,True
1092,Jim Brown,Employee,6142,707,153,2,6899,ACCT17352,True
1093,John Doe,Employee,5209,668,151,68,7577,ACCT14065,True
1094,Michelle Clark,Employee,4366,1249,151,33,6440,ACCT99999,True
1095,Ethan Turner,Employee,4973,490,170,13,5788,ACCT18409,True
1096,Sophia Moore,Employee,3102,904,159,40,5006,ACCT10728,True
1097,Sara Lee,Employee,3979,319,163,64,5898,ACCT17568,True
1098,Jim Brown,Employee,3988,613,163,69,6326,ACCT12159,True
1099,Olivia Scott,Employee,2964,1223,150,44,5287,ACCT18188,True
1100,Michelle Clark,Employee,3147,935,151,64,5682,ACCT18634,True
1101,Sophia Moore,Employee,4399,824,174,37,6148,ACCT11436,True
1102,Olivia Scott,Employee,6187,1292,154,38,8429,ACCT13946,False
1103,Brian Adams,Employee,3441,441,172,18,4332,ACCT16309,True
1104,David Wilson,Employee,5401,1461,162,23,7437,ACCT14045,True
1105,Michelle Clark,Employee,6135,588,169,27,7398,ACCT10300,True
1106,Daniel King,Employee,4288,1166,170,22,6004,ACCT99999,True
1107,Olivia Scott,Employee,6741,596,172,8,7537,ACCT15951,True
1108,Linda Walker,Employee,3510,37,179,61,5072,ACCT17224,True
1109,Ava Hall,Employee,4725,66,150,30,5541,ACCT15477,False
1110,Brian Adams,Employee,3564,1053,168,52,5917,ACCT12929,True
1111,Ava Hall,Employee,2923,1439,180,69,6087,ACCT10409,True
1112,Chris Taylor,Employee,6470,324,172,37,7719,ACCT13885,True
1113,Brian Adams,Employee,2773,1165,163,41,4963,ACCT17136,True
1114,Michelle Clark,Employee,2668,368,174,40,4036,ACCT13471,True
1115,Daniel King,Employee,5921,1208,163,68,8829,ACCT19614,True
1116,Michelle Clark,Employee,4998,513,172,19,5986,ACCT18905,True
1117,Sophia Moore,Employee,4754,771,160,24,6125,ACCT19118,False
1118,Jane Smith,Employee,4414,258,175,34,5522,ACCT11280,False
1119,Jim Brown,Employee,4059,848,175,46,6057,ACCT12035,True
1120,Ava Hall,Employee,4124,1121,163,35,6120,ACCT12064,True
1121,Olivia Scott,Resigned,5563,364,153,11,6202,ACCT18393,True
1122,Brian Adams,Employee,4561,1323,151,61,7409,ACCT17742,True
1123,John Doe,Employee,3308,1088,174,21,4921,ACCT10848,True
1124,Sara Lee,Employee,3464,1426,166,19,5365,ACCT10258,True
1125,Ava Hall,Employee,4526,1303,167,67,7504,ACCT15883,True
1126,Michelle Clark,Employee,6582,731,177,41,8338,ACCT17121,True
1127,Chris Taylor,Employee,2908,370,175,18,3728,ACCT12747,True
1128,Sara Lee,Terminated,3744,846,169,37,5515,ACCT15497,True
1129,Jane Smith,Employee,4925,823,179,51,7023,ACCT14724,True
1130,Michelle Clark,Employee,5330,822,175,61,7677,ACCT10085,True
1131,Jane Smith,Terminated,4356,1088,155,16,5844,ACCT16544,True
1132,Sara Lee,Resigned,5007,312,154,17,5744,ACCT17493,True
1133,Emma Davis,Employee,2739,402,173,49,4366,ACCT14905,True
1134,Michelle Clark,Employee,5547,863,162,54,7760,ACCT10752,True
1135,Linda Walker,Employee,5342,557,165,21,6424,ACCT17139,False
1136,Michelle Clark,Employee,6454,1439,150,53,9218,ACCT16031,True
1137,Emma Davis,Employee,5615,1200,180,7,6990,ACCT12013,False
1138,Michelle Clark,Employee,2804,245,171,2,3099,ACCT14097,True
1139,Chris Taylor,Employee,6749,20,168,11,7044,ACCT14884,True
1140,Olivia Scott,Employee,4136,259,150,33,5220,ACCT18875,False
1141,Jane Smith,Employee,5065,763,153,46,6978,ACCT16383,True
1142,Linda Walker,Employee,3778,911,169,62,6239,ACCT18609,False
1143,Ava Hall,Employee,4870,503,169,66,7023,ACCT10011,True
1144,Olivia Scott,Employee,6719,1073,168,64,9392,ACCT99999,True
1145,Mark Johnson,Resigned,2751,776,155,60,5027,ACCT16497,True
1146,Michelle Clark,Employee,4503,541,177,9,5269,ACCT10559,True
1147,Sara Lee,Employee,6752,695,180,49,8672,ACCT17925,True
1148,Linda Walker,Resigned,2578,1370,172,19,4423,ACCT17002,True
1149,Olivia Scott,Employee,4815,1128,157,35,6818,ACCT18315,True
1150,Jane Smith,Employee,6424,1028,180,53,8777,ACCT12768,True
1151,Daniel King,Employee,5938,259,162,28,6897,ACCT10228,False
1152,Emma Davis,Employee,3834,53,167,64,5487,ACCT14891,True
1153,Brian Adams,Employee,5892,1196,151,16,7488,ACCT18276,True
1154,Emma Davis,Employee,5279,1386,162,45,7790,ACCT14715,True
1155,Linda Walker,Employee,4791,1282,155,18,6523,ACCT12611,True
1156,Brian Adams,Employee,6525,131,161,52,7956,ACCT11860,True
1157,Chris Taylor,Employee,2784,597,169,68,5081,ACCT15935,True
1158,Sophia Moore,Employee,5796,203,154,17,6424,ACCT18460,True
1159,David Wilson,Employee,5610,820,156,41,7455,ACCT14172,True
1160,Olivia Scott,Employee,3719,260,152,0,3979,ACCT13910,True
1161,Sara Lee,Resigned,6894,1036,157,51,9205,ACCT12923,True
1162,Linda Walker,Employee,3722,676,179,51,5673,ACCT14860,True
1163,Ava Hall,Employee,3923,568,178,39,5466,ACCT12775,False
1164,Chris Taylor,Employee,2537,1110,177,1,3672,ACCT14239,True
1165,Mark Johnson,Employee,6072,941,166,36,7913,ACCT16615,False
1166,John Doe,Employee,5277,1332,174,4,6709,ACCT11137,False
1167,John Doe,Employee,2669,694,169,70,5113,ACCT12965,True
1168,Ava Hall,Employee,6220,34,174,6,6404,ACCT14981,True
1169,David Wilson,Employee,3145,49,162,15,3569,ACCT16550,False
1170,Brian Adams,Employee,5809,509,174,49,7543,ACCT12660,True
1171,Chris Taylor,Employee,2852,1122,150,37,4899,ACCT11999,True
1172,Jim Brown,Employee,6089,688,154,24,7377,ACCT10152,True
1173,Jane Smith,Employee,5900,690,173,25,7215,ACCT14129,True
1174,Emma Davis,Employee,2952,890,176,14,4192,ACCT18635,True
1175,Emma Davis,Employee,3278,1413,158,62,6241,ACCT10514,True
1176,Ethan Turner,Employee,4915,1109,158,46,7174,ACCT10867,True
1177,Linda Walker,Employee,3976,1009,152,1,5010,ACCT10225,True
1178,Sara Lee,Employee,2776,1468,151,6,4394,ACCT12242,True
1179,Mark Johnson,Employee,5661,1121,153,60,8282,ACCT19102,True
1180,Brian Adams,Employee,3161,562,168,36,4623,ACCT11239,True
1181,Olivia Scott,Employee,4664,156,171,9,5045,ACCT10571,True
1182,David Wilson,Resigned,4626,738,169,27,6039,ACCT17190,True
1183,Emma Davis,Employee,3191,378,169,55,4944,ACCT11675,True
1184,John Doe,Employee,6295,1201,161,64,9096,ACCT11176,True
1185,Ethan Turner,Employee,6884,1188,157,14,8422,ACCT12797,True
1186,Sara Lee,Resigned,2520,444,151,17,3389,ACCT15970,True
1187,Emma Davis,Terminated,6382,214,174,60,8096,ACCT12152,True
1188,Emma Davis,Employee,6755,1209,164,7,8139,ACCT14012,True
1189,Ethan Turner,Employee,5759,296,174,63,7630,ACCT13359,True
1190,Sophia Moore,Employee,3646,788,178,60,5934,ACCT10216,True
1191,John Doe,Employee,5959,641,169,63,8175,ACCT19776,True
1192,Jane Smith,Employee,4529,934,173,52,6763,ACCT11160,True
1193,Jim Brown,Employee,5111,862,165,52,7273,ACCT16923,True
1194,Sara Lee,Employee,4470,0,170,35,5345,ACCT15940,True
1195,Jane Smith,Employee,5742,948,172,23,7265,ACCT15060,False
1196,David Wilson,Employee,3602,1043,179,2,4695,ACCT99999,True
1197,Linda Walker,Employee,3792,790,154,29,5307,ACCT17787,True
1198,Jim Brown,Employee,2523,1312,178,58,5285,ACCT11830,True
1199,Ethan Turner,Employee,2587,1475,153,51,5337,ACCT18035,True
1200,John Doe,Employee,3809,176,155,51,5260,ACCT10678,True
1201,Ava Hall,Employee,3992,460,159,25,5077,ACCT88888,True
1202,Brian Adams,Employee,6978,241,167,15,7594,ACCT11193,True
1203,Emma Davis,Employee,5974,1285,150,44,8359,ACCT16025,False
1204,Emma Davis,Employee,6713,745,178,63,9033,ACCT10648,True
1205,John Doe,Employee,2791,227,180,36,3918,ACCT14043,True
1206,Linda Walker,Employee,2815,177,163,19,3467,ACCT13614,True
1207,Emma Davis,Employee,4663,897,172,40,6560,ACCT16797,False
1208,Daniel King,Employee,4140,923,169,27,5738,ACCT19254,True
1209,Brian Adams,Employee,6830,361,170,31,7966,ACCT10051,True
1210,Mark Johnson,Employee,6560,573,173,4,7233,ACCT17075,True
1211,Jane Smith,Employee,4858,1333,167,10,6441,ACCT10974,True
1212,Mark Johnson,Employee,3299,1120,176,67,6094,ACCT19059,True
1213,David Wilson,Employee,3412,840,177,17,4677,ACCT18243,True
1214,Linda Walker,Resigned,6397,695,171,26,7742,ACCT19556,True
1215,Olivia Scott,Terminated,2939,1096,153,32,4835,ACCT13806,True
1216,Jim Brown,Resigned,4972,533,176,15,5880,ACCT14128,True
1217,David Wilson,Employee,5853,443,180,19,6771,ACCT18892,True
1218,Ethan Turner,Employee,3082,776,167,52,5158,ACCT19027,True
1219,Daniel King,Employee,3108,719,159,48,5027,ACCT15763,True
1220,Linda Walker,Employee,6612,263,168,64,8475,ACCT17571,True
1221,Sophia Moore,Employee,4161,459,165,37,5545,ACCT16335,True
1222,Emma Davis,Resigned,5991,731,169,11,6997,ACCT12385,True
1223,Brian Adams,Employee,3455,530,150,26,4635,ACCT12792,True
1224,Jane Smith,Employee,4815,357,159,59,6647,ACCT16166,True
1225,Ethan Turner,Employee,4328,1316,173,29,6369,ACCT13966,True
1226,Michelle Clark,Employee,2724,1464,165,46,5338,ACCT15212,True
1227,Jim Brown,Employee,5195,1404,155,56,7999,ACCT14931,True
1228,Ava Hall,Employee,3273,1196,166,41,5494,ACCT10784,True
1229,Michelle Clark,Employee,4775,144,155,56,6319,ACCT10859,True
1230,Olivia Scott,Employee,4283,413,156,8,4896,ACCT11210,True
1231,Chris Taylor,Employee,5583,932,164,48,7715,ACCT17324,True
1232,Jane Smith,Employee,6437,635,174,46,8222,ACCT11731,True
1233,Mark Johnson,Employee,4327,218,170,8,4745,ACCT14825,True
1234,David Wilson,Employee,3753,328,161,9,4306,ACCT18888,True
1235,Ethan Turner,Employee,3301,785,176,36,4986,ACCT12564,False
1236,Linda Walker,Resigned,6149,669,177,50,8068,ACCT18320,True
1237,Linda Walker,Employee,3719,46,163,53,5090,ACCT13754,True
1238,Chris Taylor,Resigned,3763,1485,158,20,5748,ACCT14984,True
1239,Jane Smith,Terminated,2734,540,164,56,4674,ACCT15861,True
1240,Jim Brown,Employee,5544,1406,166,62,8500,ACCT16934,True
1241,Olivia Scott,Employee,6023,737,162,11,7035,ACCT11940,True
1242,Michelle Clark,Employee,6143,1247,154,47,8565,ACCT16564,True
1243,John Doe,Employee,5676,1173,167,53,8174,ACCT17567,True
1244,Olivia Scott,Employee,5004,1181,158,47,7360,ACCT18496,True
1245,John Doe,Employee,6413,790,177,57,8628,ACCT10236,True
1246,Olivia Scott,Employee,5323,424,167,53,7072,ACCT14127,True
1247,Michelle Clark,Employee,6905,353,157,46,8408,ACCT13929,True
1248,Sophia Moore,Employee,4690,359,168,25,5674,ACCT15227,True
1249,Sara Lee,Employee,5468,1487,169,1,6980,ACCT16923,True
1250,Mark Johnson,Resigned,5051,380,154,35,6306,ACCT18153,True
1251,Mark Johnson,Resigned,4540,911,150,25,6076,ACCT14167,True
1252,Linda Walker,Employee,6364,559,172,54,8273,ACCT12551,True
1253,Olivia Scott,Resigned,4266,1175,163,31,6216,ACCT19317,True
1254,Sophia Moore,Employee,3603,1323,164,61,6451,ACCT15735,True
1255,Ethan Turner,Terminated,3957,1042,162,56,6399,ACCT13993,True
1256,Linda Walker,Employee,4281,695,177,24,5576,ACCT14023,False
1257,Sophia Moore,Employee,5196,1318,163,52,7814,ACCT12923,True
1258,Sara Lee,Terminated,3282,964,170,40,5246,ACCT12827,True
1259,John Doe,Employee,3625,1120,160,70,6495,ACCT12741,True
1260,Chris Taylor,Employee,6107,243,176,1,6375,ACCT14008,True
1261,Sophia Moore,Employee,3665,790,180,18,4905,ACCT12424,True
1262,Jim Brown,Employee,2653,519,169,12,3472,ACCT17958,True
1263,Olivia Scott,Employee,3615,759,151,40,5374,ACCT19146,False
1264,Sophia Moore,Employee,5850,1102,174,20,7452,ACCT13271,True
1265,Ethan Turner,Resigned,3200,939,178,70,5889,ACCT16697,True
1266,Jane Smith,Employee,5700,707,156,55,7782,ACCT15349,True
1267,David Wilson,Employee,6045,1490,162,9,7760,ACCT11666,False
1268,Sara Lee,Employee,5358,628,157,59,7461,ACCT11837,True
1269,Ava Hall,Employee,4285,1224,169,31,6284,ACCT13856,True
1270,Daniel King,Employee,4384,336,164,55,6095,ACCT14885,True
1271,Olivia Scott,Employee,6382,1003,175,58,8835,ACCT13407,True
1272,Emma Davis,Employee,4765,750,175,56,6915,ACCT13374,True
1273,Emma Davis,Employee,4876,1347,157,6,6373,ACCT10568,True
1274,Ava Hall,Employee,4728,1264,180,63,7567,ACCT11250,True
1275,Chris Taylor,Employee,3910,257,171,57,5592,ACCT17981,True
1276,Jane Smith,Employee,3726,557,160,42,5333,ACCT15382,True
1277,Daniel King,Employee,6774,714,158,21,8013,ACCT12478,True
1278,Sara Lee,Employee,4726,1277,167,70,7753,ACCT19645,True
1279,Daniel King,Employee,6961,1114,179,34,8925,ACCT16226,True
1280,Sara Lee,Resigned,4671,1002,174,55,7048,ACCT15030,True
1281,Sophia Moore,Employee,4169,186,153,45,5480,ACCT18266,True
1282,Olivia Scott,Resigned,3380,1356,156,41,5761,ACCT17655,True
1283,Jane Smith,Employee,4463,1077,173,28,6240,ACCT10258,True
1284,Jane Smith,Employee,4532,231,169,29,5488,ACCT14914,True
1285,David Wilson,Employee,6322,56,156,48,7578,ACCT17976,True
1286,Chris Taylor,Employee,5773,1281,165,26,7704,ACCT10752,True
1287,Chris Taylor,Employee,5370,806,177,54,7526,ACCT15124,True
1288,Chris Taylor,Resigned,6803,1003,150,69,9531,ACCT15767,True
1289,Brian Adams,Employee,3452,791,175,60,5743,ACCT14331,True
1290,Mark Johnson,Employee,3477,241,179,33,4543,ACCT15444,False
1291,Brian Adams,Employee,5168,81,179,28,5949,ACCT15800,False
1292,Jane Smith,Employee,6803,999,159,61,9327,ACCT16721,True
1293,Sophia Moore,Employee,2582,1398,170,60,5480,ACCT15147,True
1294,Mark Johnson,Employee,2781,1339,163,48,5320,ACCT15244,True
1295,John Doe,Employee,6584,705,170,59,8764,ACCT14669,True
1296,Jim Brown,Employee,2898,1409,171,65,5932,ACCT10395,True
1297,John Doe,Resigned,5085,1225,164,62,7860,ACCT19361,True
1298,Linda Walker,Resigned,6077,585,173,41,7687,ACCT15824,True
1299,Sophia Moore,Employee,2685,678,170,44,4463,ACCT12766,True
1300,Linda Walker,Employee,5180,837,178,59,7492,ACCT12525,True
1301,Olivia Scott,Employee,2566,776,166,26,3992,ACCT17345,True
1302,John Doe,Employee,5230,597,151,0,5827,ACCT18180,True
1303,John Doe,Employee,3960,1245,150,43,6280,ACCT14326,True
1304,Olivia Scott,Employee,3492,1071,150,52,5863,ACCT13245,True
1305,David Wilson,Terminated,6680,76,178,68,8456,ACCT11396,True
1306,Mark Johnson,Employee,4016,613,162,20,5129,ACCT16129,False
1307,Michelle Clark,Employee,4456,777,152,39,6208,ACCT11186,True
1308,Emma Davis,Employee,4882,72,151,29,5679,ACCT18514,True
1309,John Doe,Employee,5415,582,179,6,6147,ACCT10776,True
1310,Chris Taylor,Terminated,3338,554,175,37,4817,ACCT10781,True
1311,Jim Brown,Employee,4510,278,175,32,5588,ACCT18575,False
1312,Sophia Moore,Employee,3921,636,178,43,5632,ACCT12090,True
1313,Daniel King,Employee,6006,1386,155,20,7892,ACCT15602,False
1314,Ethan Turner,Resigned,3385,1160,150,40,5545,ACCT15775,True
1315,Ethan Turner,Employee,4464,1329,163,1,5818,ACCT19347,True
1316,Daniel King,Employee,5305,92,153,62,6947,ACCT12067,True
1317,Brian Adams,Employee,4716,459,166,15,5550,ACCT16080,True
1318,Sara Lee,Employee,4664,16,158,10,4930,ACCT11482,True
1319,Brian Adams,Employee,5097,544,173,66,7291,ACCT13854,True
1320,Linda Walker,Employee,6027,237,151,43,7339,ACCT14448,True
1321,Jane Smith,Employee,4773,825,164,23,6173,ACCT11172,True
1322,Ethan Turner,Employee,2990,1257,165,5,4372,ACCT17612,True
1323,Sara Lee,Resigned,6889,371,152,42,8310,ACCT14579,True
1324,David Wilson,Employee,3589,1130,174,26,5369,ACCT18057,True
1325,Jane Smith,Employee,5903,71,175,31,6749,ACCT19338,True
1326,Ava Hall,Employee,2691,668,174,0,3359,ACCT17238,False
1327,Chris Taylor,Employee,4910,152,175,21,5587,ACCT17632,False
1328,John Doe,Employee,3735,948,172,47,5858,ACCT12274,True
1329,John Doe,Employee,4564,1335,168,31,6674,ACCT10149,True
1330,Emma Davis,Employee,4795,640,150,24,6035,ACCT14242,True
1331,Sophia Moore,Employee,7000,1234,161,22,8784,ACCT15505,True
1332,Jim Brown,Employee,4029,23,180,6,4202,ACCT15460,True
1333,Mark Johnson,Employee,5727,830,180,50,7807,ACCT19618,True
1334,David Wilson,Employee,4102,171,171,49,5498,ACCT10927,True
1335,Emma Davis,Employee,2704,1190,178,45,5019,ACCT12101,True
1336,Ava Hall,Employee,3883,415,153,34,5148,ACCT10508,True
1337,John Doe,Resigned,3098,611,179,67,5384,ACCT19347,True
1338,Michelle Clark,Resigned,2808,760,163,8,3768,ACCT16176,True
1339,Sara Lee,Employee,5272,840,180,59,7587,ACCT13067,True
1340,Mark Johnson,Employee,4016,669,173,62,6235,ACCT11249,True
1341,Ethan Turner,Employee,5032,781,172,67,7488,ACCT14435,True
1342,Jim Brown,Employee,2986,317,169,41,4328,ACCT11719,True
1343,Mark Johnson,Employee,5651,249,155,46,7050,ACCT19480,True
1344,Brian Adams,Employee,5091,1440,151,60,8031,ACCT12403,True
1345,Jane Smith,Employee,6144,68,169,24,6812,ACCT11433,True
1346,Brian Adams,Employee,4717,577,164,49,6519,ACCT12368,True
1347,Mark Johnson,Employee,4229,95,174,70,6074,ACCT12036,True
1348,Sophia Moore,Employee,6199,1485,169,40,8684,ACCT99999,True
1349,Emma Davis,Employee,2686,433,156,60,4619,ACCT10266,True
1350,Olivia Scott,Employee,5721,907,158,1,6653,ACCT11724,True
1351,Olivia Scott,Employee,4514,1083,158,68,7297,ACCT12281,True
1352,Olivia Scott,Employee,5342,1498,172,28,7540,ACCT16031,True
1353,Daniel King,Employee,6954,1465,154,43,9494,ACCT10408,True
1354,Linda Walker,Employee,6653,1475,151,58,9578,ACCT16188,True
1355,Sophia Moore,Employee,3364,126,165,38,4440,ACCT15306,True
1356,Emma Davis,Employee,2569,564,166,21,3658,ACCT18088,False
1357,Daniel King,Resigned,5948,264,167,33,7037,ACCT10654,True
1358,David Wilson,Employee,5767,654,175,39,7396,ACCT14155,True
1359,Olivia Scott,Employee,3267,4,156,68,4971,ACCT15121,True
1360,Jim Brown,Employee,4073,520,157,5,4718,ACCT13664,False
1361,Olivia Scott,Employee,5133,989,163,58,7572,ACCT15143,True
1362,Chris Taylor,Employee,3427,637,158,5,4189,ACCT12371,True
1363,Olivia Scott,Terminated,5504,293,164,41,6822,ACCT18536,True
1364,Ava Hall,Employee,6451,168,156,11,6894,ACCT12856,True
1365,Emma Davis,Employee,6322,957,159,57,8704,ACCT12553,True
1366,David Wilson,Employee,5800,91,156,6,6041,ACCT17422,True
1367,Olivia Scott,Employee,6317,563,167,56,8280,ACCT15697,True
1368,Olivia Scott,Employee,5071,1259,154,44,7430,ACCT10425,True
1369,David Wilson,Employee,5876,1192,173,48,8268,ACCT11281,True
1370,John Doe,Employee,6460,115,161,34,7425,ACCT13777,True
1371,Sara Lee,Employee,6310,75,166,41,7410,ACCT10140,True
1372,Sara Lee,Employee,6784,1244,174,63,9603,ACCT16738,True
1373,Ava Hall,Employee,4968,1054,172,17,6447,ACCT10011,True
1374,Daniel King,Employee,3048,675,161,19,4198,ACCT18423,True
1375,Brian Adams,Employee,6994,162,154,2,7206,ACCT18066,False
1376,Sophia Moore,Employee,3801,1477,157,43,6353,ACCT13805,True
1377,Sophia Moore,Employee,6130,732,167,7,7037,ACCT15818,True
1378,Sophia Moore,Employee,4973,651,156,23,6199,ACCT11547,True
1379,Chris Taylor,Employee,5502,110,161,42,6662,ACCT14291,True
1380,Michelle Clark,Employee,6245,1206,152,38,8401,ACCT12320,True
1381,Olivia Scott,Resigned,4342,448,175,29,5515,ACCT17738,True
1382,Daniel King,Employee,5027,61,167,60,6588,ACCT16811,True
1383,Olivia Scott,Employee,6535,266,155,28,7501,ACCT14489,True
1384,Linda Walker,Employee,4976,1256,171,33,7057,ACCT10285,True
1385,Ava Hall,Employee,5643,419,177,2,6112,ACCT14362,False
1386,Ava Hall,Terminated,2981,19,161,42,4050,ACCT10191,True
1387,Michelle Clark,Employee,6837,1126,169,20,8463,ACCT13211,True
1388,David Wilson,Employee,6759,79,163,6,6988,ACCT17115,False
